Company_ID,Date,Sector,Total_Energy_Consumption_kWh,Renewable_Energy_Consumption_kWh,NonRenewable_Energy_Consumption_kWh,Production_Output_Units,Supply_Chain_Transport_km,Supply_Chain_Transport_Mode,Raw_Material_Usage_kg,Carbon_Emission_tCO2e_TARGET,Energy_Cost_USD,Carbon_Tax_USD,Process_Efficiency_Percent,Employment_Count,Public_Acceptance_Index,Carbon_Reduction_Strategy,Strategy_Implementation_Cost_USD,Expected_Carbon_Reduction_Percent,Expected_Renewable_Share_Percent,Social_Impact_Score,Industry_Sectors
C030,2024-05-17,Energy,183999.58,54763.41,129236.17,5709.86,1478.64,Air,18402.47,60.5271,19876.25,1850.66,88.07,3659,0.32,Renewable Adoption,389283.85,22.58,46.33,0.77,Automotive Industry
C030,2024-05-18,Energy,67401.72,35511.74,31889.98,4975.68,2072.66,Air,68300.88,13.754,5557.87,317.01,61.51,1549,0.61,Carbon Tax Compliance,253564.8,14.86,62.72,0.69,Logistics
C030,2024-05-19,Energy,118593.37,49559.75,69033.62,6267.62,4902.09,Ship,55808.3,20.9077,10209.03,639.39,68.05,3422,0.64,Process Reengineering,184407.73,6.98,55.13,0.46,Steel Manufacturing
C030,2024-05-20,Energy,144635.35,70930.49,73704.86,7824.69,3711.62,Truck,16867.87,25.8772,14495.69,742.89,90.88,3749,0.86,Process Reengineering,366879.93,13.07,57.59,0.55,Cement Production
C030,2024-05-21,Energy,168034.73,34360.15,133674.58,8531.36,3401.93,Truck,24141.49,46.9105,12388.34,1498.83,71.66,1429,0.53,Process Reengineering,304044.26,13.85,32.28,0.43,Automotive Industry
C030,2024-05-22,Energy,197863.9,107495.47,90368.43,9458.32,3808.73,Truck,55601.29,41.3546,22248.35,1112.54,77.22,2853,0.69,Renewable Adoption,310677.98,21.13,63.31,0.74,Logistics
C030,2024-05-23,Energy,90436.27,28833.7,61602.57,5612.51,4498.63,Ship,20426.08,29.9311,5689.82,755.55,83.09,3020,0.69,Efficiency Upgrade,137665.98,13.97,44.01,0.41,Steel Manufacturing
C030,2024-05-24,Energy,138153.73,68815.58,69338.15,2640.69,1500.43,Ship,48324.58,23.7872,8081.52,1052.28,80.11,2288,0.36,Renewable Adoption,310263.65,10.62,69.52,0.6,Cement Production
C030,2024-05-25,Energy,74749.27,42466.39,32282.88,5283.32,2359.96,Ship,68560.64,10.6273,4251.31,321.73,91.7,4474,0.64,Carbon Tax Compliance,389477.63,17.6,62.45,0.73,Automotive Industry
C030,2024-05-26,Energy,98737.72,51874.63,46863.09,6381.77,3328.09,Rail,21982.98,16.983,9308.67,531.27,70.18,4284,0.91,Carbon Tax Compliance,414992.1,22.02,64.66,0.7,Logistics
C030,2024-05-27,Energy,182175.74,33468.66,148707.08,4163.55,633.32,Rail,49949.68,62.7075,13819.18,1322.68,86.67,4271,0.45,Renewable Adoption,410206.4,20.74,26.94,0.43,Steel Manufacturing
C030,2024-05-28,Energy,172561.93,67690.52,104871.41,4605.84,3726.15,Rail,77988.23,44.9126,16316.73,1839.73,78.57,719,0.45,Process Reengineering,296117.88,23.52,57.05,0.49,Cement Production
C030,2024-05-29,Energy,139098.23,61606.09,77492.14,6753.91,2393.45,Rail,68647.81,26.8698,12266.61,1317.22,93.63,1155,0.51,Renewable Adoption,498666.45,5.76,52.41,0.67,Automotive Industry
C030,2024-05-30,Energy,99211.99,37474.75,61737.24,2518.48,2027.97,Air,16545.46,28.0874,11367.55,655.23,67.41,3350,0.65,Renewable Adoption,253970.23,21.52,48.99,0.58,Logistics
C030,2024-05-31,Energy,195381.62,102271.79,93109.83,3393.94,4597.95,Air,61818.7,36.7941,20533.21,1690.5,68.18,3938,0.45,Renewable Adoption,420283.87,23.38,60.81,0.48,Steel Manufacturing
C030,2024-06-01,Energy,94503.28,19000.26,75503.02,4226.96,1031.98,Rail,76860.11,28.0349,4915.55,667.91,93.62,3004,0.38,Carbon Tax Compliance,288684.92,8.27,28.2,0.72,Cement Production
C030,2024-06-02,Energy,126578.9,45147.24,81431.66,6255.21,4121.56,Truck,41577.58,38.2273,10811.54,847.29,93.7,1981,0.9,Process Reengineering,349924.38,16.32,41.44,0.49,Automotive Industry
C030,2024-06-03,Energy,187503.13,34581.1,152922.03,2704.83,2440.97,Ship,36331.58,57.8515,15495.99,1570.96,75.26,1349,0.76,Renewable Adoption,102231.8,23.49,27.33,0.63,Logistics
C030,2024-06-04,Energy,145962.12,84625.8,61336.32,3080.09,4638.46,Air,25112.11,19.8596,7694.26,978.66,81.64,2668,0.44,Efficiency Upgrade,290566.92,24.63,77.02,0.91,Steel Manufacturing
C030,2024-06-05,Energy,196292.26,114502.03,81790.23,4807.74,4025.14,Ship,58275.76,39.2414,11037.16,1466.65,72.56,4134,0.54,Efficiency Upgrade,136516.14,15.8,78.19,0.47,Cement Production
C030,2024-06-06,Energy,116849.47,16916.31,99933.16,3817.47,3079.35,Truck,62802.29,38.9052,11739.97,1097.45,60.47,2149,0.33,Process Reengineering,222178.79,21.45,26.54,0.52,Automotive Industry
C030,2024-06-07,Energy,131999.65,35457.57,96542.08,3569.31,964.54,Ship,43023.38,33.5514,13384.0,1336.2,64.42,2667,0.77,Process Reengineering,401928.46,23.17,36.43,0.62,Logistics
C030,2024-06-08,Energy,134666.32,80473.6,54192.72,4126.62,1551.09,Air,40684.95,21.2244,14150.53,722.51,87.07,4766,0.89,Renewable Adoption,276514.59,19.08,69.34,0.86,Steel Manufacturing
C030,2024-06-09,Energy,164861.35,51805.03,113056.32,8534.63,4582.13,Air,39725.79,44.9377,12752.84,1848.48,81.55,2234,0.95,Carbon Tax Compliance,113466.64,7.51,37.72,0.59,Cement Production
C030,2024-06-10,Energy,143626.57,65780.75,77845.82,2522.67,2965.79,Rail,47517.45,24.9288,8662.52,674.65,76.0,3626,0.32,Carbon Tax Compliance,410994.41,19.4,57.28,0.83,Automotive Industry
C030,2024-06-11,Energy,77881.21,27005.31,50875.9,4381.43,1766.48,Rail,16643.49,24.0867,9150.83,877.01,82.46,783,0.44,Efficiency Upgrade,494403.18,5.82,51.23,0.43,Logistics
C030,2024-06-12,Energy,56297.39,23662.7,32634.69,8125.21,2818.59,Rail,14790.89,12.2048,5747.47,462.81,67.82,4721,0.49,Carbon Tax Compliance,189739.21,17.26,53.16,0.89,Steel Manufacturing
C030,2024-06-13,Energy,57179.79,11978.0,45201.79,3044.35,722.72,Ship,41694.58,18.4899,3479.17,727.33,74.26,1398,0.73,Process Reengineering,423683.63,17.7,27.31,0.62,Cement Production
C030,2024-06-14,Energy,190086.27,95443.41,94642.86,2128.02,2677.48,Ship,61274.6,33.0561,20900.75,775.89,77.08,3544,0.42,Process Reengineering,320800.62,24.85,57.09,0.48,Automotive Industry
C030,2024-06-15,Energy,88108.33,43274.2,44834.13,8516.34,1923.14,Ship,17972.22,20.9171,4546.29,864.98,78.02,1757,0.48,Process Reengineering,312896.97,22.89,56.48,0.73,Logistics
C030,2024-06-16,Energy,152698.01,29605.93,123092.08,9187.24,4453.59,Truck,76421.24,57.3852,14227.58,1847.75,87.26,1321,0.51,Renewable Adoption,113805.3,7.13,30.6,0.6,Steel Manufacturing
C030,2024-06-17,Energy,178269.48,62056.51,116212.97,9878.51,4026.09,Air,10516.66,35.3082,10054.47,1712.05,93.12,2370,0.75,Renewable Adoption,185450.19,18.2,46.86,0.89,Cement Production
C030,2024-06-18,Energy,111406.28,38464.12,72942.16,5612.8,3528.48,Truck,19501.73,36.2793,5749.58,1059.31,70.01,3401,0.49,Renewable Adoption,198462.18,15.72,45.34,0.43,Automotive Industry
C030,2024-06-19,Energy,134611.63,20987.94,113623.69,7961.48,3062.99,Rail,30802.16,49.5324,15266.65,1174.76,82.32,2737,0.56,Carbon Tax Compliance,388934.25,14.58,32.77,0.68,Logistics
C030,2024-06-20,Energy,133124.67,21353.73,111770.94,1141.22,4872.59,Rail,45894.22,41.9664,14620.37,1455.27,81.72,878,0.92,Process Reengineering,384089.02,14.71,35.77,0.52,Steel Manufacturing
C030,2024-06-21,Energy,74868.23,18715.36,56152.87,9401.01,4841.34,Ship,78968.92,25.8441,8889.94,1223.47,74.75,4184,0.44,Efficiency Upgrade,375713.19,10.67,38.57,0.57,Cement Production
C030,2024-06-22,Energy,184623.17,49895.69,134727.48,9537.94,1208.39,Ship,43750.35,57.147,12610.54,1678.96,85.59,1624,0.95,Efficiency Upgrade,273198.48,20.07,42.93,0.76,Automotive Industry
C030,2024-06-23,Energy,191463.28,70894.74,120568.54,4909.99,3644.02,Air,76328.46,56.9891,22752.41,2220.65,87.91,2742,0.84,Carbon Tax Compliance,203502.59,20.62,45.29,0.86,Logistics
C030,2024-06-24,Energy,180518.51,22963.53,157554.98,2184.42,3553.25,Air,54938.76,78.2724,15182.69,2903.21,69.25,1225,0.68,Carbon Tax Compliance,190493.68,7.54,28.39,0.61,Steel Manufacturing
C030,2024-06-25,Energy,160424.0,21774.38,138649.62,3226.11,4260.87,Truck,24545.5,53.9743,18047.97,2133.35,81.12,1556,0.9,Carbon Tax Compliance,280682.17,18.21,21.25,0.59,Cement Production
C030,2024-06-26,Energy,146750.87,30761.7,115989.17,3468.26,1428.64,Ship,36314.76,37.2326,7691.25,853.37,83.13,3667,0.57,Efficiency Upgrade,416124.21,5.5,29.03,0.53,Automotive Industry
C030,2024-06-27,Energy,74746.59,30816.72,43929.87,3781.34,3305.17,Truck,38515.91,15.2169,6816.39,508.88,86.75,897,0.5,Renewable Adoption,499131.31,23.9,55.33,0.89,Logistics
C030,2024-06-28,Energy,198425.34,110331.07,88094.27,8970.92,1477.37,Air,30847.05,29.6619,22088.47,1357.64,86.98,1998,0.59,Renewable Adoption,490729.82,18.02,64.21,0.92,Steel Manufacturing
C030,2024-06-29,Energy,172726.5,93360.19,79366.31,1952.68,1486.47,Rail,52943.86,38.8158,9438.82,1535.22,87.18,2111,0.45,Renewable Adoption,387010.16,8.14,63.53,0.58,Cement Production
C030,2024-06-30,Energy,69633.98,35400.04,34233.94,7961.83,3215.99,Air,13547.25,16.4475,8019.44,763.14,82.56,1346,0.64,Renewable Adoption,235284.27,10.51,67.14,0.41,Automotive Industry
C030,2024-07-01,Energy,179125.09,52957.62,126167.47,5545.37,1493.43,Ship,69408.43,48.1522,15524.74,1082.92,77.48,706,0.33,Efficiency Upgrade,395774.93,15.54,41.81,0.81,Logistics
C030,2024-07-02,Energy,63092.26,32000.04,31092.22,3817.7,2953.12,Air,78488.37,13.5834,3172.13,341.82,66.33,1895,0.86,Efficiency Upgrade,465177.73,5.85,56.88,0.47,Steel Manufacturing
C030,2024-07-03,Energy,91415.85,47060.79,44355.06,4789.4,1763.89,Rail,73188.31,18.6655,9242.98,932.38,81.04,1460,0.51,Process Reengineering,350013.71,13.83,57.44,0.72,Cement Production
C030,2024-07-04,Energy,127896.57,70132.77,57763.8,8320.28,954.69,Truck,37103.95,17.831,9531.69,800.69,60.63,2912,0.9,Efficiency Upgrade,487380.35,11.11,67.09,0.56,Automotive Industry
C030,2024-07-05,Energy,139524.03,33324.45,106199.58,9488.07,4432.59,Rail,12136.64,39.4112,10774.58,1799.72,77.13,1520,0.79,Renewable Adoption,364221.58,23.98,30.88,0.69,Logistics
C030,2024-07-06,Energy,146886.68,79899.74,66986.94,3113.03,2426.96,Air,57251.83,21.2475,7830.37,493.5,75.29,2879,0.94,Efficiency Upgrade,350152.59,9.89,74.17,0.67,Steel Manufacturing
C030,2024-07-07,Energy,53031.1,18218.84,34812.26,7791.37,4657.71,Rail,44192.29,11.1535,5103.72,373.66,64.23,2485,0.89,Carbon Tax Compliance,251324.66,8.88,41.56,0.8,Cement Production
C030,2024-07-08,Energy,160814.72,27888.71,132926.01,9320.31,840.78,Ship,70970.09,50.2508,12914.92,1512.76,80.67,1353,0.83,Efficiency Upgrade,167317.86,11.32,32.02,0.68,Automotive Industry
C030,2024-07-09,Energy,92340.47,34153.23,58187.24,7528.81,4247.81,Ship,60984.95,25.4436,6834.37,805.27,73.21,997,0.76,Carbon Tax Compliance,481867.13,17.53,51.13,0.42,Logistics
C030,2024-07-10,Energy,140262.09,32078.8,108183.29,9081.97,3532.39,Rail,40352.55,36.0762,7190.46,738.02,90.37,792,0.43,Renewable Adoption,225132.51,13.94,39.36,0.42,Steel Manufacturing
C030,2024-07-11,Energy,76773.28,29166.7,47606.58,5395.09,4995.34,Rail,57684.43,16.19,7902.08,371.25,68.91,4990,0.41,Process Reengineering,372528.03,23.74,46.96,0.73,Cement Production
C030,2024-07-12,Energy,117100.04,59035.41,58064.63,7739.28,4076.01,Air,51666.01,23.8684,13324.13,1114.48,87.7,1257,0.35,Efficiency Upgrade,296524.32,17.19,57.05,0.6,Automotive Industry
C030,2024-07-13,Energy,172853.51,44091.72,128761.79,4394.68,4101.21,Truck,67931.35,51.8558,16460.06,1473.3,88.57,791,0.63,Process Reengineering,421739.44,8.33,34.23,0.41,Logistics
C030,2024-07-14,Energy,171165.6,67201.5,103964.1,7392.49,3803.71,Air,43733.85,46.1099,17436.33,1323.69,61.6,1056,0.48,Renewable Adoption,497323.0,13.75,51.92,0.44,Steel Manufacturing
C030,2024-07-15,Energy,108723.41,20433.68,88289.73,2576.61,3633.55,Ship,26099.92,40.6429,7866.91,1384.52,80.38,2863,0.39,Efficiency Upgrade,158171.89,20.41,28.18,0.7,Cement Production
C030,2024-07-16,Energy,91736.99,48323.76,43413.23,7505.97,771.22,Air,44174.07,18.0484,5820.23,571.12,77.4,3324,0.84,Carbon Tax Compliance,121338.92,16.65,70.8,0.91,Automotive Industry
C030,2024-07-17,Energy,196646.48,28085.39,168561.09,9777.07,517.64,Air,18324.44,67.3075,20156.4,2989.27,84.12,4883,0.89,Process Reengineering,302958.43,9.09,24.69,0.55,Logistics
C030,2024-07-18,Energy,197416.15,75141.96,122274.19,3716.87,4351.16,Rail,15479.35,37.0012,21585.57,1477.26,94.19,1153,0.92,Efficiency Upgrade,142072.07,15.31,57.7,0.61,Steel Manufacturing
C030,2024-07-19,Energy,115939.71,38255.03,77684.68,1384.17,2731.4,Air,36094.4,25.0021,7363.07,709.87,71.03,4174,0.51,Process Reengineering,245533.39,22.12,43.73,0.58,Cement Production
C030,2024-07-20,Energy,59808.06,13629.27,46178.79,9144.6,3044.56,Ship,35984.04,20.7532,4873.37,778.74,68.22,3213,0.89,Renewable Adoption,319804.52,16.13,30.0,0.86,Automotive Industry
C030,2024-07-21,Energy,102469.26,24341.59,78127.67,6733.18,2786.43,Rail,59095.24,37.3697,8378.91,962.36,64.11,667,0.9,Efficiency Upgrade,153457.11,15.58,42.26,0.73,Logistics
C030,2024-07-22,Energy,96268.1,55582.44,40685.66,8659.4,852.29,Air,23030.99,15.6882,5027.06,445.5,87.32,1578,0.8,Process Reengineering,196202.6,15.24,62.85,0.71,Steel Manufacturing
C030,2024-07-23,Energy,99990.56,27034.82,72955.74,4898.29,864.55,Ship,46609.37,36.0164,8018.28,1169.88,70.91,700,0.7,Efficiency Upgrade,384592.39,16.64,43.82,0.67,Cement Production
C030,2024-07-24,Energy,70761.05,10961.58,59799.47,5107.62,4251.99,Ship,39110.77,19.0636,3727.56,436.17,84.54,657,0.53,Efficiency Upgrade,379158.01,10.07,28.32,0.92,Automotive Industry
C030,2024-07-25,Energy,142255.88,27291.7,114964.18,6851.4,2719.92,Truck,44130.47,56.3305,9184.99,1209.89,65.57,3526,0.73,Carbon Tax Compliance,362958.87,20.1,36.56,0.82,Logistics
C030,2024-07-26,Energy,98429.76,13431.24,84998.52,2342.81,4982.69,Air,29518.5,38.3443,6874.8,946.44,73.39,3074,0.73,Carbon Tax Compliance,307314.51,22.05,19.92,0.81,Steel Manufacturing
C030,2024-07-27,Energy,57579.7,18296.57,39283.13,5883.19,4148.33,Ship,70387.91,18.4123,3265.03,810.42,86.2,2038,0.79,Process Reengineering,264393.56,19.4,48.17,0.54,Cement Production
C030,2024-07-28,Energy,129867.21,69465.63,60401.58,9373.78,3508.5,Rail,72924.23,20.2121,7851.35,1007.44,81.59,1539,0.45,Renewable Adoption,344126.79,8.81,72.44,0.44,Automotive Industry
C030,2024-07-29,Energy,57589.2,31871.65,25717.55,7830.5,889.66,Rail,48451.15,8.1442,4459.45,317.87,80.46,1097,0.44,Carbon Tax Compliance,331177.61,16.44,69.48,0.6,Logistics
C030,2024-07-30,Energy,67157.14,31618.7,35538.44,9454.07,2940.65,Truck,61008.29,15.312,4659.29,765.51,73.27,3680,0.91,Carbon Tax Compliance,421002.82,13.46,60.25,0.84,Steel Manufacturing
C030,2024-07-31,Energy,176572.77,44170.39,132402.38,2092.44,1185.43,Rail,17957.97,48.1827,15802.65,1019.64,90.26,3552,0.59,Carbon Tax Compliance,422528.2,13.96,31.31,0.77,Cement Production
C030,2024-08-01,Energy,64914.54,33876.26,31038.28,2216.65,4658.74,Ship,16123.02,9.6335,3629.39,461.26,73.1,2061,0.43,Efficiency Upgrade,197288.54,17.93,66.12,0.5,Automotive Industry
C030,2024-08-02,Energy,127899.56,38019.6,89879.96,9953.96,2789.37,Rail,39679.87,37.5045,11238.17,1661.49,60.85,2686,0.58,Process Reengineering,346263.5,10.69,49.16,0.86,Logistics
C030,2024-08-03,Energy,70572.79,27306.04,43266.75,2232.55,2993.29,Air,20411.99,20.492,7513.63,667.72,68.37,3490,0.7,Efficiency Upgrade,279069.74,11.06,55.99,0.45,Steel Manufacturing
C030,2024-08-04,Energy,158609.33,42539.42,116069.91,9570.04,3199.97,Rail,47443.78,55.9799,10019.27,2264.47,66.05,4666,0.72,Process Reengineering,147513.12,7.31,41.4,0.66,Cement Production
C030,2024-08-05,Energy,178971.32,67712.51,111258.81,5397.18,4627.19,Truck,39082.44,42.5072,20300.43,1329.67,86.05,4622,0.5,Process Reengineering,114178.46,20.89,57.43,0.58,Automotive Industry
C030,2024-08-06,Energy,126483.12,75622.16,50860.96,1483.72,4504.44,Rail,28192.53,22.3063,14842.77,682.53,65.95,1524,0.33,Efficiency Upgrade,188336.39,12.79,70.35,0.64,Logistics
C030,2024-08-07,Energy,166215.67,76671.98,89543.69,9894.36,2832.62,Rail,24619.31,31.9147,19173.83,877.19,94.23,4122,0.72,Renewable Adoption,250344.29,22.05,60.36,0.81,Steel Manufacturing
C030,2024-08-08,Energy,73592.77,40599.89,32992.88,2568.86,1831.97,Air,27651.07,11.7795,6399.93,379.12,62.93,1239,0.54,Efficiency Upgrade,360961.46,20.42,73.88,0.66,Cement Production
C030,2024-08-09,Energy,181006.62,73529.86,107476.76,3726.92,2222.6,Rail,18088.35,34.6404,17578.79,797.93,76.89,1108,0.61,Process Reengineering,178401.63,16.45,47.39,0.67,Automotive Industry
C030,2024-08-10,Energy,78833.67,20234.12,58599.55,2129.69,4058.34,Air,22756.6,25.2967,4923.24,851.94,73.94,4315,0.79,Renewable Adoption,433772.47,9.53,42.91,0.54,Logistics
C030,2024-08-11,Energy,121367.76,50768.17,70599.59,5718.3,548.21,Truck,70459.68,29.3433,13219.64,871.43,84.22,623,0.57,Process Reengineering,451849.81,23.17,61.43,0.8,Steel Manufacturing
C030,2024-08-12,Energy,148567.08,61060.77,87506.31,7564.79,2634.77,Rail,78315.62,42.1279,8803.1,1161.98,92.36,2883,0.71,Renewable Adoption,337436.25,22.96,50.22,0.94,Cement Production
C030,2024-08-13,Energy,80673.69,31494.15,49179.54,1500.01,4672.83,Rail,48895.05,16.5465,7818.29,739.61,94.0,3079,0.73,Process Reengineering,174260.02,17.47,49.37,0.54,Automotive Industry
C030,2024-08-14,Energy,82550.78,10726.0,71824.78,7791.36,783.9,Truck,56765.89,32.7949,9231.17,764.77,69.27,598,0.62,Carbon Tax Compliance,496861.11,24.94,19.1,0.91,Logistics
C030,2024-08-15,Energy,156179.91,21400.23,134779.68,4710.12,1540.64,Rail,27447.58,53.417,9525.32,2011.46,78.64,1203,0.78,Renewable Adoption,350739.81,16.9,25.98,0.46,Steel Manufacturing
C030,2024-08-16,Energy,113510.86,37685.76,75825.1,8277.07,3073.42,Air,65245.1,30.7694,11301.49,875.39,75.78,4794,0.52,Efficiency Upgrade,211734.06,16.36,47.99,0.59,Cement Production
C030,2024-08-17,Energy,119591.32,43153.84,76437.48,8464.77,743.99,Ship,31681.63,33.4497,9063.33,1567.47,85.23,3197,0.54,Efficiency Upgrade,427294.5,9.32,55.45,0.75,Automotive Industry
C030,2024-08-18,Energy,93941.37,55457.97,38483.4,1627.33,1928.86,Air,62965.35,14.2074,7572.97,644.71,83.96,1218,0.6,Process Reengineering,158470.31,18.85,74.65,0.53,Logistics
C030,2024-08-19,Energy,129190.25,73765.11,55425.14,2881.9,888.97,Rail,22350.59,24.6789,13928.54,1057.91,79.48,2400,0.62,Process Reengineering,109619.54,22.56,70.36,0.62,Steel Manufacturing
C030,2024-08-20,Energy,141304.17,40424.3,100879.87,4570.81,3746.2,Air,45104.89,33.3957,10860.7,1487.46,69.77,558,0.42,Efficiency Upgrade,119217.93,8.71,45.18,0.44,Cement Production
C030,2024-08-21,Energy,107473.77,50004.32,57469.45,3788.38,4608.64,Truck,64741.04,19.5334,7110.74,677.49,61.47,4607,0.66,Efficiency Upgrade,199244.31,22.64,56.83,0.75,Automotive Industry
C030,2024-08-22,Energy,185825.31,45191.62,140633.69,9464.26,4098.87,Rail,55145.24,61.7272,20049.34,3019.27,79.54,3366,0.55,Carbon Tax Compliance,218111.22,13.26,31.63,0.72,Logistics
C030,2024-08-23,Energy,157708.15,58862.92,98845.23,6999.0,1791.88,Ship,30478.8,31.3677,17383.28,870.35,74.72,3541,0.5,Efficiency Upgrade,327587.66,13.54,43.06,0.72,Steel Manufacturing
C030,2024-08-24,Energy,164204.57,92334.25,71870.32,2954.63,2578.8,Air,28448.29,35.8103,12813.35,1691.58,82.27,1782,0.35,Efficiency Upgrade,486836.06,13.49,69.86,0.54,Cement Production
C030,2024-08-25,Energy,69171.27,39772.79,29398.48,1636.04,1471.87,Truck,39495.12,13.8804,6867.25,505.48,78.43,3453,0.47,Carbon Tax Compliance,497323.51,6.56,71.77,0.71,Automotive Industry
C030,2024-08-26,Energy,187946.57,104959.46,82987.11,5752.84,4638.2,Air,52118.9,35.0975,13107.2,1664.45,81.05,2878,0.43,Efficiency Upgrade,180458.05,9.61,64.81,0.76,Logistics
C030,2024-08-27,Energy,65643.1,24844.08,40799.02,3903.16,1965.27,Rail,32319.67,19.8212,6380.13,537.79,92.58,2825,0.95,Process Reengineering,453116.71,13.13,47.2,0.89,Steel Manufacturing
C030,2024-08-28,Energy,153169.94,62206.07,90963.87,4131.02,4522.29,Rail,43056.63,38.4204,12283.02,1253.82,65.21,2598,0.66,Carbon Tax Compliance,297759.44,10.27,57.04,0.66,Cement Production
C030,2024-08-29,Energy,157707.24,25400.81,132306.43,4534.67,1678.2,Air,26905.21,45.9809,8721.84,1237.95,91.04,2577,0.95,Process Reengineering,101093.71,21.69,32.04,0.53,Automotive Industry
C030,2024-08-30,Energy,164594.57,89150.23,75444.34,1479.41,4575.91,Air,27152.03,26.9258,14380.8,1057.76,73.81,4905,0.6,Renewable Adoption,191010.68,10.46,69.27,0.94,Logistics
C030,2024-08-31,Energy,87972.1,40474.32,47497.78,9094.1,3166.89,Air,38901.5,19.2537,6520.8,708.32,81.54,2270,0.9,Renewable Adoption,270099.99,20.95,51.12,0.63,Steel Manufacturing
C030,2024-09-01,Energy,64444.8,8200.55,56244.25,6133.07,1422.8,Truck,10868.04,21.4501,5074.07,566.84,67.7,1542,0.49,Efficiency Upgrade,140672.35,22.82,17.82,0.72,Cement Production
C030,2024-09-02,Energy,132488.53,47336.69,85151.84,1889.15,2135.93,Air,14260.92,42.2306,12125.5,1396.88,88.58,3380,0.7,Renewable Adoption,222411.81,18.22,41.84,0.41,Automotive Industry
C030,2024-09-03,Energy,135832.62,55140.59,80692.03,6132.41,2545.57,Truck,15792.31,30.5216,8787.6,1080.53,73.28,1261,0.87,Carbon Tax Compliance,381087.94,22.07,50.84,0.92,Logistics
C030,2024-09-04,Energy,184189.25,83388.05,100801.2,6295.47,3918.79,Truck,37085.35,44.9693,12657.23,1854.49,83.04,1414,0.62,Efficiency Upgrade,185845.51,8.61,61.04,0.51,Steel Manufacturing
C030,2024-09-05,Energy,77872.6,8330.41,69542.19,1551.21,2803.86,Air,65308.22,31.7391,5032.63,1551.96,64.58,4192,0.87,Process Reengineering,200995.88,13.74,21.79,0.89,Cement Production
C030,2024-09-06,Energy,118815.2,59464.22,59350.98,6512.53,1780.09,Ship,11102.85,18.4471,11917.94,398.13,74.44,2289,0.63,Efficiency Upgrade,237848.15,24.13,63.97,0.54,Automotive Industry
C030,2024-09-07,Energy,172556.09,66122.79,106433.3,7363.23,2323.8,Air,59496.96,39.5956,16939.63,1775.51,94.62,1745,0.94,Process Reengineering,484817.04,17.46,45.45,0.76,Logistics
C030,2024-09-08,Energy,79713.95,24125.47,55588.48,2020.53,582.57,Truck,46377.79,21.1738,6835.59,494.1,64.95,710,0.51,Efficiency Upgrade,227449.74,16.66,39.22,0.87,Steel Manufacturing
C030,2024-09-09,Energy,146764.62,52182.0,94582.62,9951.99,4728.64,Truck,39523.24,28.5817,7354.81,593.35,69.14,3778,0.33,Renewable Adoption,466329.83,10.47,51.86,0.4,Cement Production
C030,2024-09-10,Energy,147594.72,17248.38,130346.34,6542.47,556.46,Air,67630.53,60.939,9090.11,1986.87,62.31,2908,0.83,Process Reengineering,303119.28,21.83,21.64,0.45,Automotive Industry
C030,2024-09-11,Energy,150909.89,88240.61,62669.28,4937.42,3229.26,Truck,78732.64,25.7067,9876.61,703.04,91.14,2491,0.76,Carbon Tax Compliance,157176.19,10.62,75.95,0.62,Logistics
C030,2024-09-12,Energy,148992.8,87861.85,61130.95,5022.14,4299.39,Ship,43236.21,26.9127,10860.47,1299.84,73.22,1032,0.7,Renewable Adoption,371023.97,18.56,73.74,0.75,Steel Manufacturing
C030,2024-09-13,Energy,90669.97,49471.96,41198.01,6008.53,3128.07,Rail,11086.21,13.7906,8048.97,541.01,69.64,3309,0.42,Carbon Tax Compliance,481977.22,16.01,63.87,0.42,Cement Production
C030,2024-09-14,Energy,189003.04,36823.39,152179.65,5806.08,3653.91,Air,61660.94,65.9628,15386.64,1648.65,94.57,4658,0.8,Process Reengineering,352958.7,18.91,29.93,0.82,Automotive Industry
C030,2024-09-15,Energy,87897.46,44906.86,42990.6,4687.03,663.19,Ship,71463.03,19.4646,4736.03,700.64,94.02,2365,0.4,Renewable Adoption,350832.0,9.32,64.5,0.55,Logistics
C030,2024-09-16,Energy,178400.76,42549.67,135851.09,8039.03,4325.06,Truck,64788.52,42.0088,16809.11,1228.94,79.05,774,0.87,Carbon Tax Compliance,423100.51,10.09,29.28,0.57,Steel Manufacturing
C030,2024-09-17,Energy,75457.84,13127.51,62330.33,2778.16,2779.16,Air,66628.83,28.4067,6340.22,785.46,91.04,1570,0.33,Process Reengineering,306910.58,24.69,25.14,0.66,Cement Production
C030,2024-09-18,Energy,171024.89,55029.54,115995.35,1845.42,3436.23,Air,32408.55,56.3459,11214.54,1839.62,88.58,3832,0.93,Renewable Adoption,301741.04,13.71,49.53,0.7,Automotive Industry
C030,2024-09-19,Energy,180727.44,33533.25,147194.19,6041.57,2877.62,Truck,51165.31,45.2345,20626.82,927.13,74.67,2832,0.85,Carbon Tax Compliance,413784.99,13.04,30.65,0.46,Logistics
C030,2024-09-20,Energy,187093.83,71481.16,115612.67,7219.8,2427.16,Air,53637.56,57.6631,9773.09,2602.42,94.39,1841,0.78,Process Reengineering,157007.56,20.97,45.47,0.79,Steel Manufacturing
C030,2024-09-21,Energy,171957.4,21138.29,150819.11,8118.4,3747.37,Ship,49588.35,63.5807,12009.82,2192.57,87.05,4998,0.85,Renewable Adoption,261847.69,13.4,29.67,0.53,Cement Production
